"time","event"
5.20685446837801,1
1.75128038196276,1
0.139807502857004,1
1.63044773079868,1
5.67763154698655,1
0.974464948682518,1
5.2671029240109,1
3.26933591183683,1
5.02442470969116,1
1.09859583396192,1
6.62719115246592,1
10.0784037120548,1
5.9471642296423,1
3.93940538233086,1
3.32475289212625,1
1.62482992358326,1
0.426877518732284,1
6.71365289904511,1
0.870282907237252,1
0.178864217662983,1
6.13918393934095,1
3.79825837919974,1
2.85504405965385,1
2.97982237463162,1
0.106147261009715,1
3.31243210993653,1
0.79266001152022,1
1.40405721105804,1
0.0755737497008883,1
3.56895500038781,1
1.10967291966622,1
2.90525195939262,1
3.98965220375253,1
3.31956996344335,1
1.00859384221957,1
3.11088712481827,1
0.932340310486941,1
0.531280438849813,1
1.94710172580613,1
0.450921186742685,1
2.21444222164085,1
18.2405663662641,1
4.94340377089511,1
9.78486190464188,1
6.88712003899774,1
0.528993633591749,1
2.95397325402841,1
3.27731271174333,1
2.17179128100424,1
2.14588647234915,1
2.49150978798535,1
0.456212359176037,1
0.402331466884165,1
0.519524006044501,1
6.01641469663095,1
0.711545657737585,1
2.00786805213827,1
0.28049585678765,1
2.08854459915219,1
1.66598267660404,1
1.3387803649006,1
5.60657203989772,1
7.18533648265797,1
0.494520789365939,1
1.31360082873269,1
0.452679643726427,1
1.46418659436364,1
5.17146720593876,1
1.23558266608559,1
3.70216027037571,1
4.53212687661724,1
0.0811224848736796,1
8.7250628577218,1
6.14222198995998,1
0.849717285141628,1
0.230253620492438,1
3.04202540019055,1
0.198347775686957,1
3.41722176676605,1
2.98732902087473,1
7.82207333606702,1
10.6817901978203,1
4.33805957063116,1
0.801874588296063,1
5.85034943386718,1
1.43636427701251,1
0.915307147650255,1
2.2188728549021,1
11.4828979897575,1
1.21314385925323,1
6.17327775634888,1
10.1763136243106,1
2.90544362569603,1
2.35433718551861,1
1.73976187744306,1
1.76499347625141,1
0.553900194899398,1
0.0931892797313106,1
0.45717292857655,1
0.383614348130097,1
0.914790737145813,1
0.623530585359934,1
5.17964256219038,1
0.0969055684844542,1
0.474067351135501,1
3.5481849949681,1
2.36402324500356,1
4.25656052731432,1
7.32221744599472,1
2.35050555196484,1
4.17481382005794,1
2.14535105001861,1
10.2094530289994,1
2.59341287097005,1
1.15621532301549,1
5.17628739264802,1
2.20907678450816,1
0.273783995048587,1
0.16492514511455,1
0.408824830828938,1
7.26026347328786,1
5.2047343626081,1
1.4932691319364,1
8.15392121576082,1
7.94714760456911,1
4.65985583409152,1
7.29800377445293,1
1.86248735037872,1
2.71494593871014,1
2.30608433364009,1
6.46439604967585,1
3.63606920903642,1
2.58240259942075,1
1.93897150645951,1
1.39031244089077,1
4.93810246791759,1
3.84438989797873,1
4.17317622457839,1
1.46157360569097,1
4.29666842314984,1
0.957867045498433,1
3.32716441288689,1
4.85944443900072,1
2.83661020318576,1
1.13885717155516,1
0.617803153718546,1
0.426884058997817,1
4.64320975726854,1
3.03256223449899,1
1.14257895182191,1
0.862968561024483,1
3.88523588708633,1
2.11943203802031,1
3.65673904814284,1
4.48066489054783,1
1.26662264974826,1
12.9520094226854,1
0.581346349442606,1
1.82752384455206,1
0.08967322244299,1
7.20312731638655,1
0.0850282963667757,1
0.637693482607593,1
3.01152900442946,1
1.32255162005535,1
5.27616937382093,1
14.5168405625861,1
4.95835514658829,1
2.00088709495303,1
2.78233829151249,1
0.341917560712703,1
0.255493095275195,1
0.259883239529311,1
0.642947662514514,1
3.66031081375424,1
5.77898147172191,1
7.84034318745654,1
0.648011474327866,1
5.47443692302573,1
0.566018148163023,1
2.83314774269408,1
0.236520072122535,1
0.0533258967938562,1
0.0242319272352972,1
4.86911763881239,1
0.560275186396987,1
6.42668743361822,1
4.45921086481864,1
10.0090991282941,1
0.387090386757424,1
0.961836814714893,1
2.30495171310333,1
0.343732486130112,1
2.00051929478737,1
2.12974496546651,1
0.543845052680317,1
5.59139125171696,1
1.89074509011911,1
3.71602883309723,1
2.86166493740065,1
1.90597524897364,1
4.10844786873205,1
0.299627672282403,1
2.41676009056985,1
3.17002473920636,1
12.0679328594183,1
1.74255480146094,1
9.25616398131817,1
6.10233549048854,1
6.73762810696146,1
1.50657262089791,1
0.937344173685289,1
1.10967010850929,1
0.0221264794042661,1
0.660409501620723,1
0.506119696570028,1
0.92472944182774,1
1.9383289738061,1
1.17813632070947,1
0.0928040094707255,1
0.452262923564144,1
0.324839075456355,1
0.439708348332275,1
6.18805134846607,1
0.517059250568525,1
2.60291426255298,1
1.84078327596861,1
1.03394627954796,1
2.33466327334507,1
19.2329416890977,1
0.120986774977436,1
2.58238142343256,1
0.437909690994485,1
2.09073801501132,1
0.393243841956607,1
3.57498958749904,1
16.3823678651153,1
2.46703416935409,1
2.99559927736265,1
1.05443633604535,1
0.674953393170264,1
8.12897305925061,1
0.0448639398158016,1
0.0139679422736164,1
0.176098222301859,1
3.52603458588159,1
1.96295176401153,1
0.210326843900043,1
0.166925056664908,1
0.896930326843323,1
8.18164544249218,1
3.87766610985436,1
3.60394262946839,1
2.24691551920569,1
4.25761315324802,1
1.05995860678404,1
0.618057103546269,1
1.35649379391127,1
0.735572870838992,1
2.10996301840078,1
4.81055055471232,1
0.0192709812300681,1
0.824191955658734,1
1.06738439691722,1
15.2146300743167,1
0.899235902453048,1
0.835186526797011,1
0.953425134717475,1
1.51347744442002,1
6.84928033514318,1
4.41959371868338,1
1.16316403327898,1
2.28802727282429,1
1.02919114528633,1
0.730859549234388,1
3.42546123875776,1
3.82717544365961,1
1.8117068890124,1
1.13969335581943,1
1.46525369467981,1
1.7979445152473,1
0.0341336641260677,1
4.34796913628381,1
2.64265565414227,1
0.0494070385291466,1
1.95804295916057,1
0.133243073663714,1
4.05111248442419,1
10.5282351680181,1
0.513753159798568,1
3.63713486206614,1
3.28475428783898,1
6.34460243249578,1
13.8267996140917,1
1.96050510078377,1
0.7539744773621,1
4.36905515620252,1
1.96014590444872,1
6.26193223973683,1
3.42871823992341,1
3.49515181166173,1
0.265880877416647,1
5.3483355530704,1
4.7301631025351,1
1.74003392002184,1
0.30931000108133,1
0.118675825761103,1
0.837338089346777,1
14.3507173196641,1
7.77128791026696,1
1.9903094887639,1
5.31465776802595,1
1.0484519800953,1
8.90739653453824,1
1.14773920389668,1
3.36984855176283,1
0.685507336335349,1
2.03742721306699,1
3.32811144400863,1
2.84232763477055,1
1.7558448779946,1
5.31120709299517,1
0.929568304202503,1
0.502036368292267,1
0.207332109863093,1
8.21840174908149,1
1.21337366532397,1
0.569327518809592,1
16.8136052323089,1
13.5911769133201,1
2.93910592869366,1
0.132767305205645,1
1.50529448971766,1
2.22332106806194,1
3.56912320165197,1
5.0368412265367,1
12.9112993842844,1
5.05403472318402,1
0.206953582021285,1
2.89130770913245,1
2.0607090775835,1
6.40564055723675,1
3.67077035450995,1
0.190478964204289,1
2.71433606146263,1
4.24352743799911,1
10.8577368572492,1
6.33442110935999,1
0.199904634707582,1
0.197621160589546,1
7.68964446725897,1
5.60420134676167,1
5.35269871766189,1
2.38772358719783,1
6.03047615629196,1
11.5749788498035,1
6.60378912617656,1
2.50399272915646,1
0.416218537182543,1
1.88017654545542,1
9.49918505177487,1
1.58224860835675,1
3.06487466589141,1
3.83152299857011,1
0.624898173173029,1
2.85852454064592,1
14.280338856614,1
1.28666529571759,1
0.819512613693554,1
2.05820395142512,1
0.27820993480743,1
0.457150451821736,1
2.18651771626019,1
1.91775322472419,1
0.320773303995934,1
0.379815008204648,1
3.93833343927174,1
0.504449436873434,1
0.747144633803247,1
3.63291322405296,1
0.884672914235684,1
0.526817738302518,1
0.697404743072962,1
1.13026184260308,1
1.31180824054184,1
4.2631691017787,1
3.70769299664308,1
7.6179668447117,1
0.647999717718806,1
3.98485899427838,1
1.70598554026362,1
0.168863380355562,1
8.01942514207322,1
1.62379688828696,1
0.607269062015982,1
4.34108130050956,1
2.4005323758118,1
0.0526818982519372,1
1.74625648136412,1
3.77393444950013,1
0.47594469094953,1
1.3966793357413,1
3.50180635073324,1
2.29881940564874,1
2.72204061308413,1
0.555733908084783,1
18.341850305843,1
2.13778277726659,1
3.49336643448184,1
3.420834006022,1
2.47765364375602,1
7.48811466878868,1
5.32350707763543,1
0.504236239427912,1
7.59199521950319,1
4.61420359902117,1
0.206813478715211,1
9.65952589884238,1
1.16744287546553,1
11.8044935827028,1
6.10796268064318,1
0.073426252190308,1
2.52607740882827,1
0.95437509401947,1
3.35061663514954,1
3.33289292722105,1
0.0601233894686653,1
3.33102605820129,1
1.45165279472674,1
1.97051119779126,1
2.38677873607536,1
4.27364486414596,1
1.07089182572754,1
1.43424284114835,1
1.33865190040451,1
0.213503325672122,1
4.4428029605041,1
1.96865241657175,1
0.55792151598275,1
0.652460390960147,1
2.55952229552418,1
2.28678769895212,1
10.8414633558059,1
10.4832812810938,1
2.71653168368254,1
0.973364175103597,1
4.03169540355601,1
1.00664628697375,1
1.677629077069,1
4.28521416932298,1
0.126423934056672,1
0.0622707134223048,1
2.22131425422189,1
0.0537260124930071,1
4.23045258622274,1
0.106483094970215,1
0.386106327766994,1
0.66734276081914,1
1.51104189201434,1
0.562076983991847,1
4.43200701504284,1
0.304652881304841,1
0.395545147490061,1
0.39554382417792,1
3.00215129497445,1
1.91563977292748,1
4.06398058165398,1
6.47976532573064,1
1.29633579541003,1
0.708308719076397,1
2.44629630171895,1
1.39437141829247,1
0.692232402155307,1
0.0934238644772516,1
1.10085663637946,1
3.80139172413686,1
4.78745711537498,1
1.07933595763863,1
